flag,vessel_name,mmsi,imo,fishing_hours,fishing_area
CHN,ZHONGSHUI 927,412549927,1077440.0,144.98,kirbati2_eez
CHN,ZHONGSHUI 927,412549927,1077440.0,33.44,png_eez
CHN,ZHONGSHUI 927,412549927.0,1077440.0,26.84,fiji_eez
CHN,ZHONGSHUI 927,412549927,1077440.0,16.74,solomon_islands_eez
CHN,ZHONGSHUI 937,412549937,1077452.0,3.1,tonga_eez
CHN,ZHONGSHUI 937,412549937,1077452.0,82.06,hsp7
CHN,ZHONGSHUI 937,412549937.0,1077452.0,3.58,fiji_eez
CHN,ZHONGSHUI702,413341000.0,8628913.0,3575.52,vanuatu_eez
CHN,ZHONGSHUI702,413341000.0,8628913.0,343.25,hsp5
CHN,ZHONGSHUI702,413341000.0,8628913.0,80.84,fiji_eez
CHN,ZHONGSHUI703,413342000.0,,4980.9,vanuatu_eez
CHN,ZHONGSHUI703,413342000.0,,208.17,hsp5
CHN,ZHONGSHUI703,413342000.0,,73.21,fiji_eez
CHN,ZHONGSHUI704,413343000.0,8628949.0,3890.95,vanuatu_eez
CHN,ZHONGSHUI704,413343000.0,8628949.0,401.17,hsp5
CHN,ZHONGSHUI704,413343000,8628949.0,223.55,hsp7
CHN,ZHONGSHUI704,413343000.0,8628949.0,72.28,fiji_eez
CHN,ZHONGSHUI707,412320023.0,8628937.0,1078.84,vanuatu_eez
CHN,ZHONGSHUI707,412320023.0,8628937.0,67.84,hsp5
CHN,ZHONGSHUI707,412320023,8628937.0,590.12,hsp7
CHN,ZHONGSHUI707,412320023.0,8628937.0,27.52,fiji_eez
CHN,ZHONGSHUI709,412320025.0,8628987.0,3317.13,vanuatu_eez
CHN,ZHONGSHUI709,412320025.0,8628987.0,547.21,hsp5
CHN,ZHONGSHUI709,412320025.0,8628987.0,46.65,fiji_eez
CHN,ZHONGSHUI710,412320026.0,8628999.0,3537.96,vanuatu_eez
CHN,ZHONGSHUI710,412320026.0,8628999.0,206.01,hsp5
CHN,ZHONGSHUI710,412320026.0,8628999.0,55.73,fiji_eez
CHN,ZHONGSHUI710,412320026,8628999.0,4.79,solomon_islands_eez
CHN,ZHONGSHUI711,412326893.0,8653592.0,544.6,vanuatu_eez
CHN,ZHONGSHUI711,412326893.0,8653592.0,176.52,hsp5
CHN,ZHONGSHUI711,412326893,8653592.0,499.61,hsp7
CHN,ZHONGSHUI711,412326893.0,8653592.0,47.58,fiji_eez
CHN,ZHONGSHUI711,412326893,8653592.0,2944.19,solomon_islands_eez
CHN,ZHONGSHUI712,412326894.0,8653607.0,854.42,vanuatu_eez
CHN,ZHONGSHUI712,412326894.0,8653607.0,608.06,hsp5
CHN,ZHONGSHUI712,412326894.0,8653607.0,27.87,fiji_eez
CHN,ZHONGSHUI712,412326894,8653607.0,3904.33,solomon_islands_eez
CHN,ZHONGSHUI717,412328761.0,9686089.0,114.35,vanuatu_eez
CHN,ZHONGSHUI717,412328761.0,9686089.0,157.67,hsp5
CHN,ZHONGSHUI717,412328761.0,9686089.0,16.86,fiji_eez
CHN,ZHONGSHUI717,412328761,9686089.0,2703.35,solomon_islands_eez
CHN,ZHONGSHUI718,412549002.0,,11.65,fiji_eez
CHN,ZHONGSHUI718,412549002,,3811.22,solomon_islands_eez
CHN,ZHONGSHUI727,412328759.0,9686091.0,961.57,vanuatu_eez
CHN,ZHONGSHUI727,412328759.0,9686091.0,405.35,hsp5
CHN,ZHONGSHUI727,412328759,9686091.0,892.32,hsp7
CHN,ZHONGSHUI727,412328759.0,9686091.0,65.41,fiji_eez
CHN,ZHONGSHUI727,412328759,9686091.0,3013.2,solomon_islands_eez
CHN,ZHONGSHUI728,412549003,9865269.0,1409.73,solomon_islands_eez
CHN,ZHONGSHUI738,412549004.0,,32.65,hsp5
CHN,ZHONGSHUI738,412549004.0,,13.02,fiji_eez
CHN,ZHONGSHUI738,412549004,,4342.28,solomon_islands_eez
CHN,ZHONGSHUI747,412328757.0,9686118.0,1190.44,vanuatu_eez
CHN,ZHONGSHUI747,412328757.0,9686118.0,106.05,hsp5
CHN,ZHONGSHUI747,412328757.0,9686118.0,36.34,fiji_eez
CHN,ZHONGSHUI747,412328757,9686118.0,3149.61,solomon_islands_eez
CHN,ZHONGSHUI757,412328756,9686120.0,0.28,tonga_eez
CHN,ZHONGSHUI757,412328756.0,9686120.0,1281.11,vanuatu_eez
CHN,ZHONGSHUI757,412328756.0,9686120.0,123.36,hsp5
CHN,ZHONGSHUI757,412328756,9686120.0,1025.83,hsp7
CHN,ZHONGSHUI757,412328756.0,9686120.0,29.63,fiji_eez
CHN,ZHONGSHUI757,412328756,9686120.0,1430.12,solomon_islands_eez
CHN,ZHONGSHUI778,412549011.0,,2331.86,vanuatu_eez
CHN,ZHONGSHUI778,412549011.0,,88.03,hsp5
CHN,ZHONGSHUI778,412549011.0,,10.64,fiji_eez
CHN,ZHONGSHUI778,412549011,,1615.64,solomon_islands_eez
CHN,ZHONGSHUI805,412326901.0,8629008.0,821.67,vanuatu_eez
CHN,ZHONGSHUI805,412326901.0,8629008.0,2.31,hsp5
CHN,ZHONGSHUI805,412326901,8629008.0,628.27,hsp7
CHN,ZHONGSHUI805,412326901,8629008.0,12.27,hsp6
CHN,ZHONGSHUI805,412326901.0,8629008.0,42.61,fiji_eez
CHN,ZHONGSHUI805,412326901,8629008.0,2420.08,solomon_islands_eez
CHN,ZHONGSHUI806,412326902.0,8629010.0,1037.91,vanuatu_eez
CHN,ZHONGSHUI806,412326902.0,8629010.0,213.49,hsp5
CHN,ZHONGSHUI806,412326902,8629010.0,685.75,hsp7
CHN,ZHONGSHUI806,412326902.0,8629010.0,28.78,fiji_eez
CHN,ZHONGSHUI806,412326902,8629010.0,2445.75,solomon_islands_eez
CHN,ZHONGSHUI807,412326903.0,8629022.0,30.15,vanuatu_eez
CHN,ZHONGSHUI807,412326903.0,8629022.0,33.12,hsp5
CHN,ZHONGSHUI807,412326903.0,8629022.0,38.39,fiji_eez
CHN,ZHONGSHUI807,412326903,8629022.0,1530.59,solomon_islands_eez
CHN,ZHONGSHUI810,412326906.0,8629058.0,1040.39,vanuatu_eez
CHN,ZHONGSHUI810,412326906.0,8629058.0,50.65,hsp5
CHN,ZHONGSHUI810,412326906,8629058.0,791.8,hsp7
CHN,ZHONGSHUI810,412326906.0,8629058.0,29.25,fiji_eez
CHN,ZHONGSHUI810,412326906,8629058.0,2001.74,solomon_islands_eez
CHN,ZHONGSHUI812,412326896,8653621.0,0.79,tonga_eez
CHN,ZHONGSHUI812,412326896.0,8653621.0,987.9,vanuatu_eez
CHN,ZHONGSHUI812,412326896,8653621.0,8.74,hsp4
CHN,ZHONGSHUI812,412326896.0,8653621.0,65.87,hsp5
CHN,ZHONGSHUI812,412326896.0,8653621.0,57.64,fiji_eez
CHN,ZHONGSHUI812,412326896,8653621.0,3065.28,solomon_islands_eez
CHN,ZHONGTAI6,412549296,9891218.0,213.2,rmi_eez
CHN,ZHONGTAI6,412549296,9891218.0,341.33,nauru_eez
CHN,ZHONGTAI6,412549296,9891218.0,46.24,fsm_eez
CHN,ZHONGTAI6,412549296,9891218.0,289.87,png_eez
CHN,ZHONGTAI6,412549296,9891218.0,50.83,tuvalu_eez
CHN,ZHONGTAI6,412549296,9891218.0,1603.42,kiribati1_eez
CHN,ZHONGTAI6,412549296,9891218.0,214.0,solomon_islands_eez
CHN,ZHONGTAI7,412549297,9891220.0,30.05,rmi_eez
CHN,ZHONGTAI7,412549297,9891220.0,311.68,nauru_eez
CHN,ZHONGTAI7,412549297,9891220.0,1.75,hsp4
CHN,ZHONGTAI7,412549297,9891220.0,408.95,png_eez
CHN,ZHONGTAI7,412549297,9891220.0,558.9,kiribati1_eez
CHN,ZHONGTAI7,412549297,9891220.0,156.44,solomon_islands_eez
CHN,ZHONGYANG12,412463901,,89.0,hsp7
CHN,ZHOUYUANYU202,413404430,,68.61,hsp4
CHN,ZHOUYUANYU202,413404430,,358.51,hsp7
CHN,ZHOUYUANYU202,413404430,,605.55,hsp6
CHN,ZHOUYUANYU202,413404430,,705.21,kirbati2_eez
CHN,ZHOUYUANYU202,413404430.0,,9.44,fiji_eez
CHN,ZHOUYUANYU202,413404430,,905.25,tuvalu_eez
CHN,ZHOUYUANYU2601,412420898,,4.12,usa2_eez
CHN,ZHOUYUANYU2601,412420898,,63.8,hsp4
CHN,ZHOUYUANYU2601,412420898,,314.21,hsp7
CHN,ZHOUYUANYU2601,412420898,,210.12,hsp6
CHN,ZHOUYUANYU2601,412420898,,750.17,kirbati2_eez
CHN,ZHOUYUANYU2601,412420898.0,,10.73,fiji_eez
CHN,ZHOUYUANYU2601,412420898,,642.71,tuvalu_eez
CHN,ZHOUYUANYU2601,412420898,,442.03,kiribati1_eez
CHN,ZHOUYUANYU2602,412421058,,85.88,hsp4
CHN,ZHOUYUANYU2602,412421058,,70.28,hsp7
CHN,ZHOUYUANYU2602,412421058,,207.25,hsp6
CHN,ZHOUYUANYU2602,412421058,,1013.73,kirbati2_eez
CHN,ZHOUYUANYU2602,412421058.0,,12.85,fiji_eez
CHN,ZHOUYUANYU2602,412421058,,687.87,tuvalu_eez
CHN,ZHOUYUANYU2602,412421058,,317.24,kiribati1_eez
CHN,ZHOUYUANYU2605,412421156,,30.14,hsp4
CHN,ZHOUYUANYU2605,412421156,,426.4,hsp7
CHN,ZHOUYUANYU2605,412421156,,725.14,hsp6
CHN,ZHOUYUANYU2605,412421156,,697.85,kirbati2_eez
CHN,ZHOUYUANYU2605,412421156.0,,10.78,fiji_eez
CHN,ZHOUYUANYU2605,412421156,,533.4,tuvalu_eez
CHN,ZHOUYUANYU2606,412421188,,10.63,hsp4
CHN,ZHOUYUANYU2606,412421188,,108.57,hsp7
CHN,ZHOUYUANYU2606,412421188,,148.37,hsp6
CHN,ZHOUYUANYU2606,412421188,,0.56,fsm_eez
CHN,ZHOUYUANYU2606,412421188,,658.2,kirbati2_eez
CHN,ZHOUYUANYU2606,412421188.0,,13.56,fiji_eez
CHN,ZHOUYUANYU2606,412421188,,746.26,tuvalu_eez
CHN,ZHOUYUANYU2606,412421188,,766.04,kiribati1_eez
CHN,ZHOUYUANYU2607,412421288,,7.72,hsp3
CHN,ZHOUYUANYU2607,412421288,,126.77,hsp4
CHN,ZHOUYUANYU2607,412421288,,636.97,hsp7
CHN,ZHOUYUANYU2607,412421288,,484.11,hsp6
CHN,ZHOUYUANYU2607,412421288,,680.63,kirbati2_eez
CHN,ZHOUYUANYU2607,412421288.0,,10.01,fiji_eez
CHN,ZHOUYUANYU2607,412421288,,611.6,tuvalu_eez
CHN,ZHOUYUANYU2608,412421199,,393.22,hsp7
CHN,ZHOUYUANYU2608,412421199,,362.53,hsp6
CHN,ZHOUYUANYU2608,412421199,,650.27,kirbati2_eez
CHN,ZHOUYUANYU2608,412421199,,261.22,tuvalu_eez
CHN,,412328732.0,,171.7,vanuatu_eez
CHN,,412706139,,359.72,hsp2
CHN,,412706139,,143.12,hsp1
CHN,,412328732,,221.38,hsp4
CHN,,412328732.0,,54.58,hsp5
COK,JEANNINE,518100665,,124.65,hsp7
COK,VALENTINA C,518998447,7409140.0,38.26,hsp7
COK,VALENTINA C,518998447,7409140.0,9.74,kirbati2_eez
CXR,CT5-167102-62%,5167102,,40.59,solomon_islands_eez
CXR,CT5-167102-67%,5167102,,49.34,solomon_islands_eez
CXR,CT5-167102-82%,5167102,,19.09,solomon_islands_eez
CXR,CT5-167102-86%,5167102,,36.01,solomon_islands_eez
CXR,CT5-167102-87%,5167102,,66.87,solomon_islands_eez
CXR,CT5-167102-99%,5167102,,1.05,solomon_islands_eez
CXR,CT51671-02-54%,5167102,,155.32,solomon_islands_eez
CXR,CT51671-02-68%,5167102,,7.38,solomon_islands_eez
CXR,CT51671-02-78%,5167102,,20.28,solomon_islands_eez
ECU,PANAMA TUNA,735058003,9175028.0,135.0,kirbati2_eez
ESP,ALBATUN TRES,224680000,9281310.0,343.35,hsp7
ESP,ALBATUN TRES,224680000,9281310.0,193.92,kirbati2_eez
ESP,AURORA B,224651000,9156058.0,277.37,hsp7
ESP,AURORA B,224651000,9156058.0,19.82,kirbati2_eez
ESP,CARMEN TERE,224256000.0,9098608.0,2.38,fiji_eez
ESP,MAR DE SERGIO,224733000,8212075.0,397.27,hsp7
ESP,PLAYA ZAHARA,224318000.0,9297656.0,1.38,fiji_eez
ESP,ROSITA C,224523000,9210969.0,158.23,hsp7
ESP,VIKING BAY,224342000,9221516.0,2.17,tonga_eez
ESP,VIKING BAY,224342000.0,9221516.0,28.54,fiji_eez
FJI,DAEJIN,520116004.0,,704.89,fiji_eez
FJI,F/V.GREEN TUNA-1,520241000.0,,1496.23,fiji_eez
FJI,FENG YUH NO.6,520171000,,3782.03,tonga_eez
FJI,FV SCORPION 68,520289000.0,,1942.75,fiji_eez
FJI,FV SOLANDER 2,520113000.0,,1070.17,fiji_eez
FJI,FV SOLANDER KARIQA,520114000.0,,1617.88,fiji_eez
FJI,FVWINFULL36,520385000.0,,3019.33,fiji_eez
FJI,FVWINFULL38,520386000.0,,3678.6,fiji_eez
FJI,HANGTON 111,520311000.0,,2832.67,fiji_eez
FJI,HANGTON 115,520315000.0,9850408.0,4463.44,fiji_eez
FJI,HANGTON112,520313000.0,,5021.52,fiji_eez
FJI,HSIN LONG 1,520174000,,3949.22,tonga_eez
FJI,HSIN LONG 1,520174000.0,,97.61,fiji_eez
FJI,OCEAN BOUNTIFULNO338,520225000,,689.81,hsp4
FJI,OCEAN BOUNTIFULNO338,520225000,,2.22,png_eez
FJI,OCEAN BOUNTIFULNO338,520225000,,2595.61,solomon_islands_eez
FJI,OCEANFORTUNE 1,520274000.0,,5486.94,fiji_eez
FJI,RISING 16,520231000.0,,867.19,vanuatu_eez
FJI,RISING 16,520231000.0,,556.06,hsp5
FJI,RISING 16,520231000,,108.53,hsp7
FJI,RISING 16,520231000.0,,84.11,fiji_eez
FJI,RISING 28,520234000.0,,1437.47,vanuatu_eez
FJI,RISING 28,520234000.0,,82.09,hsp5
FJI,RISING 28,520234000,,1158.68,hsp7
FJI,RISING 28,520234000.0,,39.9,fiji_eez
FJI,RISING NO 8,520172000,,2.97,tonga_eez
FJI,RISING NO 8,520172000.0,,797.59,vanuatu_eez
FJI,RISING NO 8,520172000,,314.59,hsp7
FJI,RISING NO 8,520172000.0,,30.15,fiji_eez
FJI,RITUNA NO2,520143000,,3687.31,tonga_eez
FJI,RITUNA NO2,520143000.0,,7.23,fiji_eez
FJI,SAM WEON 11,520146000.0,,26.15,fiji_eez
FJI,SEIN3,520085000.0,,2372.6,fiji_eez
FJI,SOLANDER 6,520012000.0,,402.2,fiji_eez
FJI,SUN SHINE NO 8,520204000.0,,0.82,fiji_eez
FJI,SUNSHINE 18,520180000.0,,1700.55,fiji_eez
FJI,SUNSHINE NO 16,520137000.0,,312.37,fiji_eez
FJI,WIN FULL 2,520019000.0,,2969.92,fiji_eez
FJI,WIN FULL 31,520346000.0,,2254.66,fiji_eez
FJI,WIN FULL 8,520245000.0,,4026.73,fiji_eez
FJI,WINFULL NO1,520020000.0,,3738.19,fiji_eez
FJI,WINFULL NO1,520020000.0,,432.4,fiji_eez
FJI,WINFULL181,520155000.0,,2700.31,fiji_eez
FJI,WINFULL181,520155000,,194.49,tuvalu_eez
FJI,WINFULL182,520156000.0,,5.81,hsp5
FJI,WINFULL182,520156000.0,,3663.14,fiji_eez
FJI,WINFULL182,520156000,,249.63,tuvalu_eez
FJI,WINFULL186,520157000.0,,3794.53,fiji_eez
FJI,WINFULL188,520158000.0,,6703.09,fiji_eez
FJI,WINFULL32,520347000.0,,1434.64,fiji_eez
FJI,WINFULL38,520386000.0,,1437.78,fiji_eez
FJI,WINNING 6,520145000,,4816.24,tonga_eez
FJI,WINNING 6,520145000.0,,15.85,fiji_eez
FJI,YONG XING 2,520077000.0,,2903.98,fiji_eez
FJI,YONGXING,520077000.0,,27.72,fiji_eez
FJI,ZHONG DA 3,520126000.0,,233.41,fiji_eez
FJI,,520241000.0,,4.1,fiji_eez
FJI,,520019000.0,,5.89,fiji_eez
FJI,,520146000.0,,297.79,fiji_eez
FJI,,520225000,,5.53,solomon_islands_eez
FSM,CFA20,510035000,,2490.89,rmi_eez
FSM,CFA22,510051000,8795625.0,2068.55,rmi_eez
FSM,CFA22,510051000,,25.16,rmi_eez
FSM,CFA23,510052000,,3320.33,rmi_eez
FSM,CFA23,510052000,,141.11,rmi_eez
FSM,CFA25,510053000,,3965.27,rmi_eez
FSM,CROMWELL 1,510094000,9732656.0,33.03,fsm_eez
FSM,CROMWELL 1,510094000,9732656.0,9.7,png_eez
FSM,CROMWELL 101,510095000,9853773.0,2.15,fsm_eez
FSM,F/V CAROLINE 1,510065000,,2.1,rmi_eez
FSM,F/V CAROLINE 1,510065000,,86.66,kirbati2_eez
FSM,F/V NANMADOL,510062000,8215493.0,8.16,rmi_eez
FSM,F/V NANMADOL,510062000,8215493.0,10.44,fsm_eez
FSM,FULL FORTUNE 301,510200000,8748579.0,5.49,hsp1
FSM,FULL FORTUNE 301,510200000,8748579.0,56.08,fsm_eez
FSM,MATHAWMARFACH,510046000,,2.76,rmi_eez
FSM,MATHAWMARFACH,510046000,,23.99,hsp6
FSM,MELISSA,510056000,,13.6,rmi_eez
FSM,MELISSA,510056000,,20.44,nauru_eez
FSM,MELISSA,510056000,,9.72,hsp7
FSM,MELISSA,510056000,,92.51,hsp6
FSM,MELISSA,510056000,,65.85,kirbati2_eez
FSM,MELISSA,510056000,,87.02,tuvalu_eez
FSM,MELISSA,510056000,,127.23,kiribati1_eez
FSM,MICRONESIA 101,510067000,9587037.0,40.19,fsm_eez
FSM,MICRONESIA 101,510067000,9587037.0,6.54,kiribati1_eez
FSM,MICRONESIA 102,510068000,9587544.0,18.53,palau_eez
FSM,MICRONESIA 102,510068000,9587544.0,74.73,fsm_eez
FSM,MICRONESIA 102,510068000,9587544.0,9.22,png_eez
FSM,MICRONESIA 106,510084000,9817224.0,3.74,fsm_eez
FSM,MICRONESIA 106,510084000,9817224.0,0.32,solomon_islands_eez
FSM,MICRONESIA103,510080000,9817054.0,12.06,rmi_eez
FSM,MICRONESIA103,510080000,9817054.0,0.46,nauru_eez
FSM,MICRONESIA103,510080000,9817054.0,4.34,fsm_eez
FSM,MICRONESIA103,510080000,9817054.0,6.09,kiribati1_eez
FSM,MISSLUEN,510038000,,3611.88,rmi_eez
FSM,PACIFIC JOURNEY NO.8,510091000,9720562.0,1.66,rmi_eez
FSM,PACIFIC JOURNEY NO.8,510091000,9720562.0,45.59,fsm_eez
FSM,PACIFIC PURSUIT 107,510098000,9887073.0,0.24,nauru_eez
FSM,PACIFIC PURSUIT 107,510098000,9887073.0,109.46,fsm_eez
FSM,PACIFIC PURSUIT 107,510098000,9887073.0,47.56,png_eez
FSM,PACIFIC PURSUIT 107,510098000,9887073.0,24.69,solomon_islands_eez
FSM,PACIFIC PURSUIT 777,510099000,9899595.0,40.36,fsm_eez
FSM,PACIFICJOURNEYNO.101,510092000,9720550.0,9.29,nauru_eez
FSM,PACIFICJOURNEYNO.101,510092000,9720550.0,20.71,hsp1
FSM,PACIFICJOURNEYNO.101,510092000,9720550.0,69.9,fsm_eez
FSM,PACIFICJOURNEYNO.101,510092000,9720550.0,126.63,png_eez
FSM,PACIFICJOURNEYNO.101,510092000,9720550.0,4.21,kiribati1_eez
FSM,PERSEVERANCE NO 282,510119000,9966283.0,16.59,fsm_eez
FSM,PERSEVERANCE NO.768,510120000,9966295.0,5.28,rmi_eez
FSM,PERSEVERANCE NO.768,510120000,9966295.0,2.87,nauru_eez
FSM,PERSEVERANCE NO.768,510120000,9966295.0,2.76,hsp4
FSM,PERSEVERANCE NO.768,510120000,9966295.0,55.16,fsm_eez
FSM,PERSEVERANCE NO.768,510120000,9966295.0,177.16,png_eez
FSM,PERSEVERANCE NO.768,510120000,9966295.0,0.3,kiribati1_eez
FSM,PERSEVERANCE NO.768,510120000,9966295.0,7.58,solomon_islands_eez
FSM,QUEEN ALEXANDRA 959,510073000,9703253.0,0.85,hsp1
FSM,QUEEN ALEXANDRA 959,510073000,9703253.0,0.17,usa_eez
FSM,QUEEN ALEXANDRA 959,510073000,9703253.0,19.57,fsm_eez
FSM,QUEEN ALEXANDRA 959,510073000,9703253.0,1.32,solomon_islands_eez
FSM,QUEEN ANNE 959,510070000,9268899.0,16.0,fsm_eez
FSM,QUEEN ANNE 959,510070000,9268899.0,105.31,png_eez
FSM,QUEEN ANNE 959,510070000,9268899.0,6.41,kiribati1_eez
FSM,QUEEN ISABELLA 88,510069000,,2.24,nauru_eez
FSM,QUEEN ISABELLA 88,510069000,,3.11,fsm_eez
FSM,QUEEN ISABELLA 88,510069000,,1.19,png_eez
FSM,TAIYO CHUUK,510057000,9567465.0,0.28,fsm_eez
FSM,TAIYO CHUUK,510057000,9567465.0,12.07,png_eez
FSM,TAIYO POHNPEI,510054000,8603755.0,10.13,fsm_eez
FSM,TAIYO WAAB,510060000,9234173.0,14.08,fsm_eez
GBR,PING TAI RONG 31-2,235211719,,0.18,hsp7
GBR,PING TAI RONG 31-3,235211765,,0.87,hsp7
GRC,ZHOUYUANYU202-1,240700036,,3.3,hsp4
GRC,ZHOUYUANYU202-1,240700036,,254.5,hsp7
GRC,ZHOUYUANYU202-1,240700036,,504.74,hsp6
GRC,ZHOUYUANYU202-1,240700036,,513.37,kirbati2_eez
GRC,ZHOUYUANYU202-1,240700036,,528.45,tuvalu_eez
GRC,ZHOUYUANYU202-11,240700046,,226.47,hsp7
GRC,ZHOUYUANYU202-11,240700046,,67.6,hsp6
GRC,ZHOUYUANYU202-11,240700046,,503.7,kirbati2_eez
GRC,ZHOUYUANYU202-12,240700047,,242.62,hsp7
GRC,ZHOUYUANYU202-12,240700047,,776.46,hsp6
GRC,ZHOUYUANYU202-12,240700047,,492.09,kirbati2_eez
GRC,ZHOUYUANYU202-12,240700047,,896.5,tuvalu_eez
GRC,ZHOUYUANYU202-13,240700048,,233.08,hsp7
GRC,ZHOUYUANYU202-13,240700048,,736.02,hsp6
GRC,ZHOUYUANYU202-13,240700048,,525.91,kirbati2_eez
GRC,ZHOUYUANYU202-13,240700048,,1026.88,tuvalu_eez
GRC,ZHOUYUANYU202-14,240700049,,338.48,hsp7
GRC,ZHOUYUANYU202-14,240700049,,752.57,hsp6
GRC,ZHOUYUANYU202-14,240700049,,870.93,kirbati2_eez
GRC,ZHOUYUANYU202-14,240700049,,1045.03,tuvalu_eez
GRC,ZHOUYUANYU202-15,240700050,,13.0,hsp7
GRC,ZHOUYUANYU202-15,240700050,,253.07,hsp6
GRC,ZHOUYUANYU202-15,240700050,,836.8,tuvalu_eez
GRC,ZHOUYUANYU202-2,240700037,,295.97,hsp7
GRC,ZHOUYUANYU202-2,240700037,,428.64,hsp6
GRC,ZHOUYUANYU202-2,240700037,,879.67,kirbati2_eez
GRC,ZHOUYUANYU202-2,240700037,,711.31,tuvalu_eez
GRC,ZHOUYUANYU202-3,240700038,,155.22,hsp7
GRC,ZHOUYUANYU202-3,240700038,,644.54,hsp6
GRC,ZHOUYUANYU202-3,240700038,,1137.83,tuvalu_eez
GRC,ZHOUYUANYU202-5,240700040,,726.26,tuvalu_eez
GRC,ZHOUYUANYU202-6,240700041,,206.98,hsp6
GRC,ZHOUYUANYU202-6,240700041,,1050.03,tuvalu_eez
GRC,ZHOUYUANYU202-8,240700043,,250.75,hsp7
GRC,ZHOUYUANYU202-8,240700043,,643.78,hsp6
GRC,ZHOUYUANYU202-8,240700043,,635.56,kirbati2_eez
GRC,ZHOUYUANYU202-8,240700043,,286.58,tuvalu_eez
GRC,ZHOUYUANYU202-9,240700044,,209.77,hsp7
GRC,ZHOUYUANYU202-9,240700044,,608.71,hsp6
GRC,ZHOUYUANYU202-9,240700044,,534.22,kirbati2_eez
GRC,ZHOUYUANYU202-9,240700044,,1001.34,tuvalu_eez
GRC,ZHOUYUANYU2601-4,240700004,,226.5,hsp7
GRC,ZHOUYUANYU2601-4,240700004,,206.62,hsp6
GRC,ZHOUYUANYU2601-4,240700004,,930.1,kirbati2_eez
GRC,ZHOUYUANYU2601-4,240700004,,656.1,tuvalu_eez
GRC,ZHOUYUANYU2601-4,240700004,,746.35,kiribati1_eez
GRC,ZHOUYUANYU2601-6,240700006,,147.83,hsp7
GRC,ZHOUYUANYU2601-6,240700006,,102.68,hsp6
GRC,ZHOUYUANYU2601-6,240700006,,641.12,kirbati2_eez
GRC,ZHOUYUANYU2601-6,240700006,,371.37,kiribati1_eez
GRC,ZHOUYUANYU2601-8,240700008,,162.32,hsp7
GRC,ZHOUYUANYU2601-8,240700008,,3.73,hsp6
GRC,ZHOUYUANYU2601-8,240700008,,406.88,kirbati2_eez
GRC,,239815,,68.66,hsp1
GTM,YUE LU FENG 25009,332543123,,14.03,hsp1
IDN,AGUNG MAKMUR 168,525800618,,1.86,png_eez
IDN,ANDRE WIJAYA,525701391,,59.53,png_eez
IDN,BERLIAN BIRU 01,525701455,9896426.0,10.45,palau_eez
IDN,BINTANG MAS BERLIAN,525900205,,26.97,png_eez
IDN,BINTANGMANDIRI0B,525700038,,4.59,png_eez
IDN,BUNGA.HATI.NR.,525201134,,16.06,png_eez
IDN,FILA PANGESTU,525700108,,35.56,palau_eez
IDN,HASIL LAUT 215,525700016,,154.0,png_eez
IDN,HASIL LAUT 217,525700874,,105.49,png_eez
IDN,HASIL MELIMPAH I,525005891,,94.56,png_eez
IDN,INDAHJAYAII,525600574,,12.34,palau_eez
IDN,JW 02,525900085,,49.92,png_eez
IDN,KM  MAULANA 29,525900886,,96.42,png_eez
IDN,KM ANUGERAH,525301001,,1.76,png_eez
IDN,KM BAHANA CITRA,525800138,,0.0,png_eez
IDN,KM BAHARI - 6,525700791,,6.36,png_eez
IDN,KM BINTANG MUTIARA,525700988,,176.46,hsp2
IDN,KM FUJIYAMA PAPUA,525201985,,58.74,png_eez
IDN,KM KHARISMA PAPUA,525111000,,48.94,png_eez
IDN,KM LAUT SUBUR 7,525900848,,2.34,hsp2
IDN,KM MAULANA - XI,525900672,,53.94,png_eez
IDN,KM YAMA TOBA 10,525101411,,127.02,png_eez
IDN,KMN FARID PRATAMA,525955555,,67.35,png_eez
IDN,MANDALA-525,525101955,,0.0,png_eez
IDN,MARCEL JAYA 103,525900196,,6.21,png_eez
IDN,MARCEL JAYA 57,525800475,,24.11,png_eez
IDN,MARGO ASIH III,525000182,,23.28,png_eez
IDN,MUTIARASARI,525900190,,4.16,png_eez
IDN,NAILI 25,525916080,,1.51,png_eez
IDN,PAHALA MELIMPAH 1,525005371,,7.82,png_eez
IDN,SAMAWA01,525401155,,1.33,png_eez
IDN,SINAR ARINDO -6,525900813,,68.42,palau_eez
IDN,SUNAN KALI JAGA,525301052,,77.16,png_eez
IDN,TAMBAH JAYA,525884488,,10.82,png_eez
IDN,TERUS JAYA 18,525005447,,229.76,png_eez
IDN,TRANS MITRAMAS 5,525501081,,2.55,palau_eez
IDN,TRANS MITRAMAS-31,525501368,,117.16,palau_eez
IDN,WITA MAKMUR 3,525800616,,57.92,png_eez
IDN,WITA MAKMUR 8,525401249,,1.81,png_eez
IDN,,525500693,,0.25,png_eez
IDN,,525701391,,5.49,png_eez
JPN,78KOYOMARU NO2,431023184,,376.26,fsm_eez
JPN,78KOYOMARU NO2,431023184,,1035.67,png_eez
JPN,78KOYOMARU NO3,431023187,,81.34,fsm_eez
JPN,78KOYOMARU NO3,431023187,,293.26,png_eez
JPN,ASAHI MARU NO8,431171000,,132.77,rmi_eez
JPN,ASAHI MARU NO8,431171000,,88.99,hsp3
JPN,ASAHI MARU NO8,431171000,,10.0,hsp1
JPN,ASAHI MARU NO8,431171000,,83.63,fsm_eez
