flag,vessel_name,mmsi,imo,rmi_eez_fishing_hours,tonga_eez_fishing_hours,nauru_eez_fishing_hours,vanuatu_eez_fishing_hours,hsp2_fishing_hours,hsp3_fishing_hours,hsp1_fishing_hours,usa2_eez_fishing_hours,hsp4_fishing_hours,hsp5_fishing_hours,usa_eez_fishing_hours,hsp7_fishing_hours,hsp6_fishing_hours,palau_eez_fishing_hours,fsm_eez_fishing_hours,kirbati2_eez_fishing_hours,png_eez_fishing_hours,fiji_eez_fishing_hours,tuvalu_eez_fishing_hours,kiribati1_eez_fishing_hours,solomon_islands_eez_fishing_hours
TWN,SHENG CHI HUEI NO12,416002766,,,,,,370.44,,1495.76,,,,,,,3.64,,,,,,,
TWN,SHENG CHI HUI NO2,416002989,,,,,,1000.95,,2499.29,,,,,,,,,,,,,,
TWN,SHENG CHI HUI NO7,416002973,,,,,,886.44,,1768.41,,,,,,,,,,,,,,
TWN,SHENG FENG NO168,416000598,,,,,,418.81,,,,,,,,,,,,,,,,
TWN,SHENG FENG NO176,416003162,,,,,,,2090.1,,,,,,,,,,,,,,,
TWN,SHENG FENG NO215,416003189,,,,,,,798.96,2.13,1.38,,,,,,,,,,,,,
TWN,SHENG FENG NO266,416004339,,,,,,,1262.87,27.37,,,,,,,,,,,,,,
TWN,SHENG FENG NO28,416003386,,,,,,,,305.06,,,,,,,,,,,,,,
TWN,SHENG FONG 168,416000598,,,,,,2122.91,,22.62,,,,,,,,,,,,,,
TWN,SHENG FU JIN,416002633,,,,,,1266.69,,51.61,,,,,,,,,,,,,,
TWN,SHENG I HSING ON16,416000351,,,,,,,,168.12,,,,,,,,,,,,,,
TWN,SHENG I TSAI NO 868,416004411,,,,,,,58.63,19.97,,,,,,,,,,,,,,
TWN,SHENG I TSAI NO168,416002556,,1.88,,,,,1173.605,,,,,,,,,,,,,,,
TWN,SHENG I TSAI NO368,416002858,,,,,,,1974.31,1.04,,,,,,,,,,,,,,
TWN,SHENG I TSAI NO668,416001245,,0.54,,,,,1001.95,,,,,,,,,,,,,,,
TWN,SHENG I TSAI NO888,416230500,,,,,,,2400.05,9.81,,,,,,,,,,,,,,
TWN,SHENG I TSIA NO268,416002859,,,,,,,2406.49,,6.8,,,,,,,,,,,,,
TWN,SHENG JYI HUEI,416003466,,,,,,946.84,,1827.86,,,,,,,,,,,,,,
TWN,SHENG JYI HUEI NO16,416003466,,,,,,,,91.88,,,,,,,,,,,,,,
TWN,SHENG LIAN SHIANG 1,416004043,,,,,,752.88,677.37,58.75,,10.22,,,,567.11,,,,,,0.66,1.36,
TWN,SHENG MAN FENG,416002506,,,,,,,921.93,137.8,,,,,,,,,,,,,,
TWN,SHENG TAAN SHYANG,416000201,,,,,,,,206.85,,,,,,,,,,,,,,
TWN,SHENG YI CAI NO113,416000247,,1.85,,,,,1755.21,,,,,,,,,,,,,,,
TWN,SHENG YI CAI NO166,416219600,,0.65,,,,,757.44,360.61,,,,,,,,,,,,,,
TWN,SHENG YI CAI NO33,416002682,,56.92,,,,,2408.2,,0.95,,,,,,,,,,,,,
TWN,SHENG YIH CHUN NO3,416000385,,,,,,,,674.75,,,,,,,,,,,,,,
TWN,SHENG YU,416002117,,,,,,,,1174.1,,,,,,,,,,,,,,
TWN,SHENG YU NO36,416000594,,,,,,,881.1,,,,,,,,,,,,,,,
TWN,SHENG YU NO38,416001558,,,,,,,632.71,,,,,,,,,,,,,,,
TWN,SHENG YU NO66,416003735,,,,,,,481.27,,,,,,,,,,,,,,,
TWN,SHENQ BAO FA NO168,416003742,,,,,,,,,,,,,1532.91,1117.36,,,,,,,,
TWN,SHENQ JYI FA 13,416002491,,,,,,1831.7,,512.22,,,,,,,,,,,,,,
TWN,SHIN JAAN SHIN,416002548,,,,,,,,,,,,,1101.16,495.69,,,,,,,,
TWN,SHIN JAAN SHIN NO7,416003105,,,,,,,72.23,,,67.97,,,22.45,,,0.28,,,,,,
TWN,SHIN JIANN LIH,416001774,,,,,,,,2658.69,,,,,,,,,,,,,,
TWN,SHIN JYI WANG NO6,416002569,,,,,,,,,,,,,570.53,,,,,,,,,
TWN,SHIN SHENG CHING 18,416000832,8530805,,,,,,,4675.54,,,,,,,,,,,,,,
TWN,SHIN SHENG CHING 99,416232800,,,,,,700.31,,3645.18,,,,,,,,,,,,,,
TWN,SHIN SHENG CHING NO1,416000754,,,,,,729.5,,2581.07,,,,,,,,,,,,,,
TWN,SHIN SHENG CHINQ 126,416000834,,,,,,,,46.8,,,,,,,,,,,,,,
TWN,SHIN SHENQ HER,416002800,,,,,,,,160.97,,,,,,,,,,,,,,
TWN,SHINSHENGCHING NO18,416000832,,,,,,,,68.64,,,,,,,,,,,,,,
TWN,SHUI HO CHENG,416000154,,,,,,,497.8,0.77,,,,,,,,,,,,,,
TWN,SHUI HO CHENG 6,416003869,8530269,,,,,,691.06,521.0,,244.24,,2.09,,,,,,,,,,
TWN,SHUI HO CHENG NO6,416003869,,,,,,177.26,479.92,1223.25,,236.04,,,,,,0.28,,,,,,
TWN,SHUI HO CHENG NO8,416221700,,,,,,,1772.6,1745.52,,,,,,,,,,,,,,
TWN,SHUN JIE,416006196,,,760.435,,,,,,,,,,,,,,,,,,,
TWN,SHUN RONG NO168,416008628,,3.87,,,,,,,,,,,295.61,,,73.81,,,,,5.76,
TWN,SHUN RONG NO268,416010072,,9.95,,,,,,0.5,,,,,494.75,,,,,,,,,
TWN,SHUN RONG NO88,416001048,,,,,,4.13,,1.04,,,,,787.79,,,22.81,,,,,,
TWN,SHUN RONH NO168,416008626,,,,,,,,,,,,,7.59,,,4.32,,,,,2.97,
TWN,SHUN SHENG NO588,416005482,,,,,,,,,,,,,209.81,,,,,,,,,
TWN,SHUN WUN FA NO168,416003677,,,,,,1440.3200000000002,,325.65,,,,,,,,2.43,,,,,,
TWN,SHUN YI SIN,416003315,,,,,,,1846.64,,,,,,,,,,,,,,,
TWN,SIN RUEI FONG NO3,416002759,,,,,,,,524.12,,,,,,,,,,,,,,
TWN,SIN RUEI FONG NO88,416002893,,,,,,,,687.93,,,,,,,,,,,,,,
TWN,SIN SAN CHING NO101,416000836,,,,,,,,4653.22,,,,,,,,,,,,,,
TWN,SING MAN YI,416002116,,,,,,,293.06,,,,,,,236.33,,,,,8.45,,,
TWN,SING MAN YI NO188,416005826,,,,,,,,,,,,,,16.41,,,,,,,,
TWN,SING MAN YI NO3,416230800,,,,,,,,,,1525.52,33.32,,,1317.41,,,,,1.83,1.04,,
TWN,SNOEI DEI TSAI,416888974,,,,,,,,175.22,,,,,,,,,,,,,,
TWN,SNOEI_DEI_TSAI,416000974,,,,,,,,497.45,,,,,,,,,,,,,,
TWN,TE CHENG NO16,416004084,,,,,,256.11,,,,1981.0,,,,,,,,,,,,
TWN,TE YUN NO16,416004084,,,,,,359.92,,,,208.89,,,,,,,,,,,,
TWN,TENN FA LI NO8,416001037,8537463,,,,,,,,,,,,1782.17,,,,,,,,,
TWN,TENN TSAI JI,416010331,,,,,,,,0.64,,74.36,,,1829.2,28.99,,12.38,14.69,,,5.6,,
TWN,TIAN HER FA,416000238,,,,,,,336.72,,,,,,,,,,,,,,,
TWN,TIEN FA TSAI NO99,416000737,,,,,,398.81,,99.95,,,,,,,,,,,,,,
TWN,TSAIR SHUN LI,416000471,,,,,,,,190.33,,,,,,,,,,,,,,
TWN,VIVA FAFA707,416714000,9035254,,,,,,,,,,,,,,,,,119.73,,,,4.1
TWN,WAN ZHAO NO168,416000993,,,,,,,,29.97,,,,,,,,,,,,,,
TWN,WAN ZHAO NO88,416003948,,,,,,,,402.64,,,,,,,,,,,,,,
TWN,WANN FA CHERNG NO11,416000977,,,,,,,,36.05,,,,,,,,,,,,,,
TWN,WANN YIH TZAY,416000391,,,,,,,,128.54000000000002,,,,,,,,,,,,,,
TWN,WEN DAR NO3,416004797,,,,,,,2394.95,30.22,0.19,,,,,,,,,,,,,
TWN,WIN FAR 626,416500000,8747240,16.35,,,,,,,,,,,,,,20.87,,67.89,,,3.03,11.17
TWN,WIN FAR 636,416898000,8747252,,,,,,,,,,,,,,,17.94,,7.24,,,,
TWN,WIN FOREVER NO:707,416005557,,,,,,,,,,,,,,,,6.27,,23.81,,,,0.71
TWN,WIN RICH 707,416005556,9868637,,,,,,,,,,,,,,,5.8,,193.17,,,,
TWN,WIN THAISHUN NO707,416234800,,,,,,,,,,,,,,,,,,543.63,,,,
TWN,WIN-FAR-NO628,416255700,8597669,,,,,,,,,,,,,,,10.07,,,,,,
TWN,YEOU JYI FA,416000236,,,,,,,184.62,940.66,,,,,,,,,,,,,,
TWN,YI  FENG  NO816,416002631,,,,,,2450.61,185.51,583.74,,466.96,,,,,,4.54,,,,,,
TWN,YI FENG NO681,416196500,,,,,,2012.81,,,,2896.01,,,,,,,,,,,,
TWN,YI FENG NO682,416218500,,,,,,1373.25,,615.44,,3427.11,,,,,,2.41,,,,,,
TWN,YI FENG NO826,416001943,,,,,,1606.77,330.18,686.62,,2423.9,,,,,,0.98,,,,,,
TWN,YI MAN,416231500,,,,,,640.36,,1136.47,,1451.52,,,,,,8.25,,,,,,
TWN,YI MAN NO3,416004299,,,,,,25.55,14.94,31.38,,863.43,,,,,,,,,,,,
TWN,YI MAN NO8,416004158,,,,,,454.83,565.32,1163.08,,1241.86,,,,31.85,,0.71,,,11.88,,,
TWN,YI RONG BO168,416005686,,1.73,,,,,3.41,,,,,,,,,,,,,,,
TWN,YI RONG NO16,416002195,,,,,,1526.22,,37.34,,123.94,,,,,,,,,,,,
TWN,YI RONG NO268,416008922,,6.42,,,,,5.63,,,,,,,,,,,,,,,
TWN,YI RONG NO3,416004409,,,,,,311.75,,83.88,,3337.65,,,,446.01,,,,,2.9,0.74,,
TWN,YI RONG NO6,416237600,,,,,,596.75,,0.25,,1236.165,,,,527.2,,1.95,,,8.4,,0.56,
TWN,YI SHUN,416368000,,,,,,,3.98,,,,,,,,,,,,,,,
TWN,YI SHUNN,416000947,,,,,,,,1253.66,,,,,,,16.77,,,,,,,
TWN,YI SIANG NO 1,416004582,,,,,,,,,,,,,,,,,,,,,,2044.23
TWN,YI SIANG NO128,416249600,,,,,,,,,,,,,,,,,,,,,,152.79
TWN,YI SIANG NO168,416009377,,,,,,,,,,,,,,,,,,,,,,843.82
TWN,YI SIANG NO6,416003984,,,,,,,,,,,,,,,,,,,,,,784.7199999999999
TWN,YI SIANG NO8,416004453,,,,,,,,,,523.7,,,,,,,,,,,,1724.11
TWN,YI TIAN,416142600,,,,,,,2.04,,,,,,,13.96,,,,,9.93,10.72,,
TWN,YING RONG NO 638,416176700,,0.41,,,,,,1.48,,,,,38.34,63.02,,,,,,,,
TWN,YONG FU FA N@18,416006662,,,,,,171.59,,,,2817.75,,,,,,,,,,,,
TWN,YONG FU FA NO 18,416006662,,,,,,164.24,,,,527.31,,,,,,,,,,,,
TWN,YOU HER FA,416002557,,,,,,,,1060.88,,,,,,,,,,,,,,
TWN,YOU JIAN TSAIR,416003356,,,,,,,,129.59,,,,,,,,,,,,,,
TWN,YU  FU,416000986,,,,,,,2659.13,0.2,,,,,,,,,,,,,,
TWN,YU CHUN NO166,416002605,,,,,,,580.89,1195.77,,,,,,,,,,,,,,
TWN,YU FA YI NO8,416002251,,,,,,,,613.16,,,,,,,,,,,,,,
TWN,YU FENG NO128,416002051,,,,,,,,,,26.009999999999998,,,858.685,146.83,,,,,,,,
TWN,YU FENG NO13,416000069,,,,,,,,,,1.65,,,1473.15,1185.12,,1.34,,,,5.88,2.11,
TWN,YU FENG NO33,416002198,,,,,,,720.4749999999999,29.09,,,,,,,,,,,,,,
TWN,YU FENG NO513,416235700,,,,,,,,,,,,,35.63,,,,,,,,,
TWN,YU LONG FA NO168,416002581,,,,,,,,,,,,,2769.86,,,,,,,,,
TWN,YU LONG FA NO22,416002783,,,,,,,,,,,,,2037.27,235.45,,,,,,,,
TWN,YU LONG FA NO36,416198500,,,,,,,,,,,,,1723.69,1347.14,,,,,,23.77,,
TWN,YU LONG NO2,416002731,,,,,,,527.61,119.6,,,,,,,,,,,,,,
TWN,YU MAN CHUN,416000761,,,,,,,,16.093333333333334,,,,,,,,,,,,,,
TWN,YU SHENG FUN,416000699,,,,,,1963.94,,744.02,,,,,,,,,,,,,,
TWN,YU SHUN NO668,416237800,8777908,,,,,,,1297.38,,,,,,,,,,,,,,
TWN,YUAN LONG,416009187,,,,,,,8.73,244.23,0.05,,,,,,,5327.66,,,,,,
TWN,YUAN SHENG NO868,416003647,,0.7,,,,,5675.85,327.45,,,,,,,,,,,,,,
TWN,ZAI SHENG FENG,416000622,,,,,,,,341.67,,,,,,,,,,,,,,
TWN,ZAO FU CHANG,416664500,,,,,,,,85.74,,,,,,,,,,,,,,
TWN,ZHEN FENG NO2,416003869,,,,,,,138.78,,0.81,,,,,,,,,,,,,
TWN,ZHEN FENG NO8,416002492,,,,,,666.0,,68.1,,,,,,,,3.56,,,,,,
TWN,ZHI JI FENG NO6,416002445,,,,,,,1012.15,,11.99,,,,,,,,,,,,,
USA,CAPE FERRAT,338712000,7803267,,6.74,,,,,,,,,,8.92,,,,3.08,,,49.39,14.33,
USA,CAPE FINISTERRE,367133000,7912094,,,,,,,,,,,,29.19,,,,9.53,,,,,
USA,CAPTAIN MINH,367479170,,,,,,,,,,,,,0.89,,,,0.47,,,,,
USA,FIR,369289000,,9.9,,,,,15.17,,,,,,,,15.24,105.73,,,,,,
USA,OCEAN CONQUEST,367767000,9097343,5.6,,,,,,,,,,,,,,9.2,,2.64,,,,
USA,OCEAN EXPEDITION,367179000,9097367,16.4,,5.21,,,,,,,,,,,,17.61,,14.43,,,,
VAT,NAN,208010179,,,,,721.13,,,,,,,,,,,,,,,,,
VUT,BOADA NO5,576699000,,,,,,,,,,,,,308.8,,,,,,,,,
VUT,DA WEN,576737000,,,,,,,,,,,,,6.02,,,,,,0.17,,,
VUT,DA YU NO2,576682000,,,,,,,,,,,,,,,,,,,6.75,,,
VUT,GLORY NO8,577146000,,0.24,,,,,,,,,,,,,,,,,,,,
VUT,GRAND EAST,577319000,,,,,,,,,,,,,,266.97,,,,,,,,
VUT,LONG BOW NO1,576770000,,,,,,,,,,,,,145.04,6.78,,,,,1.5,,,
VUT,LONGBOW NO7,576638000,8956683,,,,,,,,,,,,,56.31,,,,,1.11,,,
VUT,LY SON 369,577597000,8564179,,,,13.07,,,,,,,,,,,,,,,,,
VUT,SERENA 1,576575000,9220299,,,,,,,,,,,,,,,,,,,,,7.81
VUT,SERENA 2,576825000,8996102,,,,,,,,,,,,,,,,,11.58,,,,8.49
VUT,TUNA PEAK NO66,576890000,,,,,,,,,,,,,,10.43,,,,,,,,
VUT,TUNAGO NO52,576609000,,,,,,,,,,,,,,4.33,,,,,,,,
VUT,VIVA GOGO 707,576574000,,,,,,,,,,,,,,,,,,0.34,,,,
VUT,WIN HARVEST 707,577384000,,,,,,,,,,,,,,,,,,12.92,,,,
VUT,WIN HOPE 707,577477000,9945368,,,,,,,,,,,,,,,18.77,,,,,,
VUT,WIN WIN 707,577262000,,,,,,,,,,,,,,,,,,1.02,,,,1.02
VUT,YI SHUN NO102,576850000,,,,,,136.1,,0.32,,112.04,,,,114.98,,,,,,,,
,106MK20109-99%,91060109,,,,,,68.75,,,,,,,,,,,,,,,,
,107000030     [75V],107000030,,,,,,,,,,,,,,,,,,,263.83,,,
,107000208,107000208,,,,,,,,,,,,,116.99,,,,,,,,,
,107000242,107000242,,,,,,,,,,,,,108.63,87.91,,,227.44,,,,,
,107000257,107000257,,,,,,,,,,,,,,,,,,,,,1440.6,
,107000259,107000259,,,,,,,,,,593.91,,,,,,,,,,,1582.74,
,107000262,107000262,,,,,,,,,,,,,159.44,44.77,,,234.26,,,,,
,108000318,108000318,,,,,2065.99,,,,,130.99,23.25,,,,,,,,,,,
,108060517,108060517,,,,,1489.42,,,,,517.17,219.14,,,,,,,,,,,
,108060518,108060518,,,,,1206.34,,,,,430.77,303.63,,,,,,,,,,,
,108060520,108060520,,,,,2041.83,,,,,2092.23,456.25,,,,,,,,,,,
,160000020,160000020,,,,,,416.47,,1556.28,,,,,,,,,,,,,,
,589,990000589,,,,,,,,,,70.18,,,,,,,,1575.86,,,,
,700000004         9V,700000004,,,,,,,,,,,,,,147.33,,,,,,,,
,BEN10,600014098,,,,,,,,,,,,,,,,,,,3502.56,,,
,FYC-9           (63),98354777,,,,,,,99.3,,,,,,,,,,,,,,,
,HOSM AIS TEST SHIP,987727004,,,,,1066.26,,,,,,195.78,,485.71,,,,,,2.83,,,1843.09
,HOSM AIS TEST SHIP,987806004,,,,,649.86,,,,,,205.83,,,,,,,,,,,1273.39
,HOSM AIS TEST SHIP,987808006,,,,,,,,,,,,,,,,,,,,,,809.95
,HOSM AIS TEST SHIP,987812004,,,,,,,,,,,,,,,,,,,,,,570.08
,JIN FENG 6-18   (99),98354321,,,,,,,,,,118.04,,,46.27,126.27,,,181.9,,,,349.85,
,JIN FENG 6-21   (99),98354360,,,,,,,,,,124.65,,,67.71,77.47,,,151.98,,,,288.16,
,JIN FENG 6-23   (70),98354364,,,,,,,,,,111.71,,,53.72,104.15,,,139.6,,,,213.86,
,JINXIANG12-1,880012001,,,,,,,,,,,,,102.43,87.81,,,,,,,,
,LEARNED RESPONSE 2,985387521,,,252.17,,,,,,,,,,,,,,,,,,,
,LRYY13709,108010245,,,,,1072.17,,,,,1332.73,527.29,,,,,,,,0.0,,,
,LRYY13710,108010234,,,,,875.21,,,,,1324.87,563.22,,,,,,,,,,,22.19
,LRYY13712,108010243,,,,,2170.81,,,,,1916.4,399.07,,,,,,,,,,,
,LRYY617   5   [100%],1234565,,,,,1044.29,,,,,1710.08,974.75,,,,,,,,,,,
,NAN,200005899,,,,,,,,612.2,,,,,,,,,,,,,,
,NAN,200017179,,,,,,,,779.14,,,,,,,,,,,,,,
,NAN,200017198,,,,,,,,212.04,,,,,,,,,,,,,,
,NAN,200017227,,,,,,,,36.94,,,,,,,,,,,,,,
,NAN,200021441,,,,,,,,241.73,,,,,,,,,,,,,,
,NAN,200023340,,,,,,839.5,,1043.55,,,,,,,,,,,,,,
,NAN,200058620,,,,,,41.52,,,,,,,,,,,,,,,,
,NAN,493000000,,,,,,,,,,127.26,,,,,,,,3952.64,11.92,,,
,NAN,700000002,,,,,,,,32.74,,,,,,,,,,,,,,
,NAN,990000299,,,,,,,,,,629.67,,,,,,,,2420.8,,,,
,NAN,,,,,,182.49,,,,,,38.4,,,,,,,,0.9,,,
,NET MARK-ZYY2605-01,98344714,,,,,,,,,,,,,643.93,909.21,,,790.19,,,773.32,,
,NET MARK-ZYY2605-03,98344773,,,,,,,,,,44.39,,,166.57,810.7,,,,,,793.34,,
,NETFISH856-16-60%,898333016,,,,,,148.27,,2.77,,,,,,,,,,,,,,
,NEW CANOE,554126120,9746281,6.27,,47.45,,,,,,,,,,,,0.25,,3.66,,,,
,QING YI WANG,200023437,,,,,,,,449.92,,,,,,,,,,,,,,
,SH,990000297,,,,,,,,,,655.11,,,,,,,,1464.47,,,,
,SH,990000298,,,,,,,,,,208.1,,,,,,,,764.99,,,,
,SWD769-6  100%,398127932,,,,,,,,,,,,,,,,,,1228.76,,,,
,SWD769-6  68%,398127932,,,,,,,,,,,,,,,,,,42.3,,,,
,SWD769-6  92%,398127932,,,,,,,,,,,,,,,,,,34.63,,,,
,TAI PING YANG 03-8,98354267,,784.5,,,,,,,,,,,,,,,,,,,,
,TIAN--XIANG168,122999911,,,,,692.8,,,,,84.01,895.95,,,,,,,,14.88,,,2.39
,WANGBIAO-8055  100%,398108055,,,,,275.14,,,,,,311.05,,,,,,,,,,,
,WINFULL31,700056923,,,,,,,,,,,,,,,,,,,440.91,,,
,XENA,985387520,,,705.45,,,,,,,,,,,,,,,,,,,
,XIN SHI JI 66-2 (99),98354126,,,,,,,,,,,,,,,,,29.35,,,,,
,XIN SHI JI 70-6A,98345873,,,,,,,,,,,,,1.15,,,,108.78,,,,,
,XIN SHI JI 70-8A,98345891,,,,,,,,,,,,,,,,,133.5,,,,134.53,
,ZHONGRONG13CHUAN-17,98520934,,,,,1433.86,,,,,,143.89,,,,,,,,,,,
,ZHOUYUANYU2608 90%,1073741802,,,,,,,,,,,,,40.24,,,,581.24,,,,,
,ZHOUYUANYU2608 90%,1073741804,,,,,,,,,,,,,206.12,27.5,,,813.72,,,,,
,ZHOUYUANYU2608 90%,1073741805,,,,,,,,,,,,,32.42,16.89,,,404.15,,,,,
,ZHOUYUANYU2608 90%,1073741807,,,,,,,,,,,,,134.06,15.8,,,556.46,,,,,
,ZHOUYUANYU2608 90%,1073741809,,,,,,,,,,,,,,46.02,,,,,,340.68,,
,ZHOUYUANYU2608 90%,1073741814,,,,,,,,,,,,,104.12,273.26,,,62.54,,,629.77,,
,ZHOUYUANYU2608 90%,1073741819,,,,,,,,,,,,,,80.01,,,,,,190.74,,
